jpid,USE1Code,USE1Desc,USE2Code,USE2Desc,USE3Code,USE3Desc
20822002530002 ,LEG,Sugama,NA,NA,NA,NA
20822002530003 ,LEG,Sugama,NA,NA,NA,NA
20822002540001 ,LEG,Takasaki,NA,NA,NA,NA
20822002540002 ,LEG,Takasaki,NA,NA,NA,NA
20822002550000 ,LEG,Takamihara 1,PTR,Takamihara (R8),NA,NA
20822002550100 ,LEG,Takamihara 2,PTR,Takamihara (R8),NA,NA
20822002550200 ,LEG,Takamihara 3,RDV,Takamihara 3,NA,NA
20822002550300 ,LEG,Takamihara 4,PTR,Takamihara (R8),NA,NA
20822002550400 ,LEG,Takamihara 5,PTR,Takamihara (R8),NA,NA
20822002600000 ,LEG,Nakayama,NA,NA,NA,NA
20822002610000 ,LEG,Nishioi,NA,NA,NA,NA
20822002620000 ,TSC,Nishinozawa,NA,NA,NA,NA
20822002630001 ,LEG,Hassaki,NA,NA,NA,NA
20822002630002 ,LEG,Hassaki,NA,NA,NA,NA
20822002630003 ,LEG,Hassaki,NA,NA,NA,NA
20822002640000 ,LEG,Hinosawa,NA,NA,NA,NA
20822002650000 ,RDV,Fujimidai,NA,NA,NA,NA
20822002660000 ,LEG,Bochi,NA,NA,NA,NA
20822002670001 ,RDV,Hoyodai,NA,NA,NA,NA
20822002670002 ,LEG,Hoyodai,NA,NA,NA,NA
20822002680000 ,LEG,Hosomi,NA,NA,NA,NA
20822002690000 ,TSC,Makizono,NA,NA,NA,NA
20822002700000 ,TSC,Matsunosato,NA,NA,NA,NA
20822002710000 ,LEG,Myojin,NA,NA,NA,NA
20822002720000 ,RDV,Morinosato,NA,NA,NA,NA
20822002730000 ,LEG,Rokuto,NA,NA,NA,NA
20822002740001 ,LEG,Wakaguri,NA,NA,NA,NA
20822002740002 ,LEG,Wakaguri,NA,NA,NA,NA
20822002750000 ,TSC,Wakaba,NA,NA,NA,NA
20822002760000 ,LEG,Takanohara,NA,NA,NA,NA
20822002770000 ,LEG,Wadaihara,NA,NA,NA,NA
20822002780001 ,LEG,Kamikawarazaki,TEXP,[Kamikawarazaki-Nakanishi],NA,NA
20822002780002 ,LEG,Kamikawarazaki,NA,NA,NA,NA
20822002830000 ,TEXP,[Katsuragi] Kenkyugakuen 1,NA,NA,NA,NA
20822002830100 ,TEXP,[Katsuragi] Kenkyugakuen 2,NA,NA,NA,NA
20822002830200 ,TEXP,[Katsuragi] Kenkyugakuen 3,NA,NA,NA,NA
20822002830300 ,TEXP,[Katsuragi] Kenkyugakuen 4,NA,NA,NA,NA
20822002830400 ,TEXP,[Katsuragi] Kenkyugakuen 5,NA,NA,NA,NA
20822002830500 ,TEXP,[Katsuragi] Kenkyugakuen 6,NA,NA,NA,NA
20822002830600 ,TEXP,[Katsuragi] Kenkyugakuen 7,NA,NA,NA,NA
20822002840600 ,TEXP,[Katsuragi] Gakuen no Mori 1,NA,NA,NA,NA
20822002840700 ,TEXP,[Katsuragi] Gakuen no Mori 2,NA,NA,NA,NA
20822002840800 ,TEXP,[Katsuragi] Gakuen no Mori 3,NA,NA,NA,NA
20822002850800 ,TEXP,[Katsuragi] Gakuenminami 1,NA,NA,NA,NA
20822002850900 ,TEXP,[Katsuragi] Gakuenminami 2,NA,NA,NA,NA
20822002851000 ,TEXP,[Katsuragi] Gakuenminami 3,NA,NA,NA,NA
20822002880900 ,NTD,Hanazono,NA,NA,NA,NA
20822002920800 ,NTD,Daimachi 1,NA,NA,NA,NA
20822002920900 ,NTD,Daimachi 2,NA,NA,NA,NA
20822002921000 ,NTD,Daimachi 3,NA,NA,NA,NA
