jpid,USE1Code,USE1Desc,USE2Code,USE2Desc,USE3Code,USE3Desc
10822006700200 ,TSC,Higashi 2,NA,NA,NA,NA
10822006800000 ,TSC,Inarimae,NA,NA,NA,NA
10822006900100 ,TSC,Ninomiya 1,NA,NA,NA,NA
10822006900200 ,TSC,Ninomiya 2,NA,NA,NA,NA
10822006900300 ,TSC,Ninomiya 3,NA,NA,NA,NA
10822006900400 ,TSC,Ninomiya 4,NA,NA,NA,NA
10822007000100 ,TSC,Koyadai 1,NA,NA,NA,NA
10822007000200 ,TSC,Koyadai 2,NA,NA,NA,NA
10822007000300 ,TSC,Koyadai 3,NA,NA,NA,NA
10822007100000 ,TSC,Higashiarai,NA,NA,NA,NA
10822007200000 ,IND,Tsukuba West Ind Park,NA,NA,NA,NA
10822007300000 ,TSC,Hachimandai,NA,NA,NA,NA
10822007400001 ,LEG,Kamigo,PTR,Kamigo (R8),NA,NA
10822007400002 ,LEG,Kamigo,RDV,Toyosato Green Town,NA,NA
10822007500000 ,LEG,Konomata,NA,NA,NA,NA
10822007600000 ,LEG,Nobata,NA,NA,NA,NA
10822007700000 ,LEG,Hakke,NA,NA,NA,NA
10822007800001 ,LEG,Koya,NA,NA,NA,NA
10822007800002 ,LEG,Koya,NA,NA,NA,NA
10822007900000 ,LEG,Imagashima,RDV,Ina,NA,NA
10822008000000 ,LEG,Numazaki,NA,NA,NA,NA
10822008110000 ,LEG,Nakahigashihara Shinden,NA,NA,NA,NA
10822008120000 ,LEG,Tohigashi,TEXP,[Katsuragi],NA,NA
10822008200000 ,LEG,Sakemaru,NA,NA,NA,NA
10822008300000 ,LEG,Tsuchida,NA,NA,NA,NA
10822008400000 ,LEG,Kamisato,NA,NA,NA,NA
10822008500100 ,NTD,Tokodai 1,NA,NA,NA,NA
10822008500200 ,NTD,Tokodai 2,NA,NA,NA,NA
10822008500300 ,NTD,Tokodai 3,NA,NA,NA,NA
10822008500400 ,NTD,Tokodai 4,NA,NA,NA,NA
10822008500500 ,IND,Tokodai 5,NA,NA,NA,NA
10822008600000 ,LEG,Takura,NA,NA,NA,NA
10822008700100 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008700200 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008700300 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008700400 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008800000 ,LEG,Tegomaru,NA,NA,NA,NA
10822008900000 ,LEG,Ozone,PTR,Ozone (R8),NTD,Yakushicho
10822009000000 ,LEG,Kashimadai,NA,NA,NA,NA
10822009100000 ,LEG,Tamatori,NA,NA,NA,NA
10822009200000 ,LEG,Wakamori,NA,NA,NA,NA
10822009300000 ,LEG,Sa,NA,NA,NA,NA
10822009400000 ,LEG,Hasenuma,NA,NA,NA,NA
10822009500100 ,TSC,Hanabatake (NTT),NA,NA,NA,NA
10822009500200 ,TSC,Hanabatake (NTT),NA,NA,NA,NA
10822009500300 ,TSC,Hanabatake,NA,NA,NA,NA
10822009600000 ,LEG,Maeno,NA,NA,NA,NA
10822009710000 ,TSC,Tachihara (BRI NITS),NA,NA,NA,NA
10822009720000 ,LEG,Shinozaki,NA,NA,NA,NA
10822009810000 ,IND,Technopark Oho,NA,NA,NA,NA
10822009820000 ,LEG,Osagoya,NA,NA,NA,NA
10822009900000 ,LEG,Kaname,RDV,Nakane-Hitachi,NA,NA
10822010000000 ,TSC,Oho - KEK,NA,NA,NA,NA
10822010100000 ,LEG,Yoshinuma,PTR,Yoshinuma (R8),NA,NA
10822010200000 ,LEG,Nishigoya,RDV,Shiramizu,NA,NA
10822010310000 ,IND,Technopark Oho,NA,NA,NA,NA
10822010320000 ,LEG,Osuna,RDV,Toshin,NA,NA
10822010400000 ,LEG,Oda,PTR,Oda (R8),NA,NA
10822010500000 ,LEG,Kitaota,NA,NA,NA,NA
10822010600000 ,LEG,Ogata,NA,NA,NA,NA
10822010700000 ,LEG,Shimooshima,NA,NA,NA,NA
10822010800000 ,LEG,Kowada,NA,NA,NA,NA
10822010900000 ,LEG,Yamaguchi,NA,NA,NA,NA
10822011000000 ,LEG,Hirasawa,NA,NA,NA,NA
10822011100000 ,LEG,Hojo,PTR,Hojo (R8),NA,NA
10822011200000 ,LEG,Kimijima,NA,NA,NA,NA
10822011300000 ,LEG,Izumi,NA,NA,NA,NA
10822011400000 ,LEG,Koizumi,NA,NA,NA,NA
10822011510000 ,LEG,Tanaka,NA,NA,NA,NA
10822011520000 ,LEG,Tamiyama,NA,NA,NA,NA
10822011600000 ,LEG,Mimori,NA,NA,NA,NA
10822011710000 ,TSC,KEK,NA,NA,NA,NA
10822011720000 ,LEG,Yamaki,NA,NA,NA,NA
10822011800000 ,LEG,Akeshi,NA,NA,NA,NA
10822011910000 ,LEG,Koyahara Shinden,NA,NA,NA,NA
10822011920000 ,LEG,Tsukuriya,NA,NA,NA,NA
10822012000001 ,LEG,Teragu,NA,NA,NA,NA
10822012000002 ,LEG,Teragu,NA,NA,NA,NA
10822012100000 ,LEG,Ajiki,RDV,Iriai-Shinshiramizu,NA,NA
10822012200000 ,LEG,Kamisugama,NA,NA,NA,NA
10822012300000 ,LEG,Nakasugama,NA,NA,NA,NA
10822012400000 ,LEG,Ikeda,NA,NA,NA,NA
10822012500000 ,LEG,Isobe,NA,NA,NA,NA
10822012600000 ,LEG,Horage,RDV,Oneyama,NA,NA
10822012700000 ,LEG,Tsukuba,NA,NA,NA,NA
10822012800000 ,LEG,Numata,NA,NA,NA,NA
10822012900000 ,LEG,Kunimatsu,NA,NA,NA,NA
10822013000000 ,LEG,Kamioshima,IND,Kamioshima Ind Park,NA,NA
10822013100000 ,LEG,Kangori,NA,NA,NA,NA
10822013200000 ,LEG,Usui,NA,NA,NA,NA
10822013300000 ,LEG,Onuki,NA,NA,NA,NA
10822013400000 ,LEG,Suginoki,NA,NA,NA,NA
10822013500000 ,LEG,Ozawa,NA,NA,NA,NA
10822013600000 ,LEG,Urushijo,NA,NA,NA,NA
10822013700000 ,IND,North Ind Park,NA,NA,NA,NA
10822013800000 ,LEG,Kamizakai,TEXP,[Nakane-Kontadai] Harukazedai/Sakuranomori,NA,NA
10822013900000 ,LEG,Nakane,TEXP,[Nakane-Kontadai] Sakuranomori,PTR,Sakai (R8)
10822014000000 ,LEG,Sakai,PTR,Sakai (R8),NA,NA
10822014100000 ,LEG,Matsuzuka,NA,NA,NA,NA
10822014200000 ,LEG,Matsusakai,PTR,Sakai (R8),NA,NA
10822014300000 ,LEG,O,NA,NA,NA,NA
10822014400000 ,LEG,Yokomachi,PTR,Sakai (R8),NA,NA
10822014500000 ,LEG,Konda,TEXP,[Nakane-Kontadai] Sakuranomori/Ryuseidai,PTR,Sakai (R8)
10822014600000 ,LEG,Furuku,NA,NA,NA,NA
10822014700000 ,LEG,Kise,NA,NA,NA,NA
10822014800000 ,LEG,Uenomuro,NA,NA,NA,NA
10822014900000 ,LEG,Kamihirooka,NA,NA,NA,NA
10822014900100 ,RDV,Noda,LEG,Kamihirooka Noda,NA,NA
10822015000000 ,LEG,Shimohirooka,RDV,Sakura New Town,NA,NA
10822015100001 ,LEG,Sasagi,NA,NA,NA,NA
10822015100002 ,LEG,Sasagi,NA,NA,NA,NA
10822015200000 ,LEG,Kurakake,NA,NA,NA,NA
10822015300000 ,LEG,Saiki,NA,NA,NA,NA
10822015400000 ,LEG,Shibasaki,TEXP,[Nakane-Kontadai] Sakuranomori/Ryuseidai,NA,NA
10822015510000 ,LEG,Okamura Shinden,NA,NA,NA,NA
10822015520000 ,LEG,Higashioka,TEXP,[Nakane-Kontadai] Ryuseidai,NA,NA
10822015600000 ,LEG,Hanamuro,NTD,Hanazono,NA,NA
10822015700000 ,LEG,Kurihara,RDV,Sakuradai,NA,NA
10822015800000 ,LEG,Ueno,TEXP,[Nakane-Kontadai] Harukazedai,NA,NA
10822015900100 ,TSC,Tennodai 1 Univ Tsukuba,NA,NA,NA,NA
10822015900200 ,TSC,Tennodai 2 Univ Tsukuba,NA,NA,NA,NA
10822015900300 ,TSC,Tennodai 3 NIED,NA,NA,NA,NA
10822016000100 ,TSC,Amakubo 1,NA,NA,NA,NA
10822016000200 ,TSC,Amakubo 2 (Univ Tsukuba),NA,NA,NA,NA
10822016000300 ,TSC,Amakubo 3 (Univ Tsukuba),NA,NA,NA,NA
10822016000400 ,TSC,Amakubo 4,NA,NA,NA,NA
10822016100100 ,TSC,Azuma 1,NA,NA,NA,NA
10822016100200 ,TSC,Azuma 2,NA,NA,NA,NA
10822016100300 ,TSC,Azuma 3,NA,NA,NA,NA
10822016100400 ,TSC,Azuma 4,NA,NA,NA,NA
10822016200100 ,TSC,Takezono 1,NA,NA,NA,NA
10822016200200 ,TSC,Takezono 2,NA,NA,NA,NA
10822016200300 ,TSC,Takezono 3,NA,NA,NA,NA
10822016300100 ,TSC,Sengen 1,NA,NA,NA,NA
10822016300200 ,TSC,Sengen 2,NA,NA,NA,NA
10822016400100 ,TSC,Namiki 1,NA,NA,NA,NA
10822016400200 ,TSC,Namiki 2,NA,NA,NA,NA
10822016400300 ,TSC,Namiki 3,NA,NA,NA,NA
10822016400400 ,TSC,Namiki 4,NA,NA,NA,NA
10822016500100 ,TSC,Umezono 1,NA,NA,NA,NA
10822016500200 ,TSC,Umezono 2,NA,NA,NA,NA
10822016600100 ,NTD,Sakura 1,NA,NA,NA,NA
10822016600200 ,NTD,Sakura 2,NA,NA,NA,NA
10822016600300 ,NTD,Sakura 3,IND,Technopark Sakura,NA,NA
10822016700100 ,NTD,Tsukuho 1,NA,NA,NA,NA
10822016700200 ,NTD,Tsukuho 2,NA,NA,NA,NA
10822016700300 ,NTD,Tsukuho 3,NA,NA,NA,NA
10822016800100 ,RDV,Toyosato no Mori 1,NA,NA,NA,NA
10822016800200 ,RDV,Toyosato no Mori 2,NA,NA,NA,NA
10822016900000 ,TSC,Minamihara - PWRI,NA,NA,NA,NA
10822017000000 ,TSC,Asahi - NILIM,NA,NA,NA,NA
10822017100000 ,TSC,Nishizawa - NILIM,NA,NA,NA,NA
10822017200000 ,TSC,Nishihara - NILIM,NA,NA,NA,NA
10822017300000 ,TSC,Nagamine,NA,NA,NA,NA
10822017400000 ,LEG,Hara,NA,NA,NA,NA
10844500110000 ,LEG,Rokuto,NA,NA,NA,NA
10844500120000 ,LEG,Oguki,NA,NA,NA,NA
10844500200001 ,LEG,Shimoiwasaki,NA,NA,NA,NA
10844500200002 ,LEG,Shimoiwasaki,NA,NA,NA,NA
10844500200003 ,LEG,Shimoiwasaki,NA,NA,NA,NA
10844500300000 ,LEG,Kyumantsubo,NA,NA,NA,NA
10844500400001 ,LEG,Kamiiwasaki,NA,NA,NA,NA
10844500400002 ,LEG,Kamiiwasaki,NA,NA,NA,NA
10844500500000 ,LEG,Bochi,NA,NA,NA,NA
10844500600000 ,LEG,Wakaguri,NA,NA,NA,NA
10844500700001 ,LEG,Sugama,NA,NA,NA,NA
10844500700002 ,LEG,Sugama,NA,NA,NA,NA
10844500700003 ,LEG,Sugama,NA,NA,NA,NA
10844500800001 ,LEG,Hinosawa,NA,NA,NA,NA
10844500800002 ,LEG,Hinosawa,NA,NA,NA,NA
10844500900000 ,LEG,Oi,NA,NA,NA,NA
10844501000001 ,LEG,Takasaki,NA,NA,NA,NA
10844501000002 ,LEG,Takasaki,NA,NA,NA,NA
10844501000003 ,LEG,Takasaki,NA,NA,NA,NA
10844501100000 ,LEG,Amaboki,NA,NA,NA,NA
10844501200000 ,TSC,Makizono,NA,NA,NA,NA
10844501300000 ,RDV,Hoyodai,NA,NA,NA,NA
10844501400000 ,RDV,Shiroyama,NA,NA,NA,NA
10844501500000 ,RDV,Sakuragaoka,NA,NA,NA,NA
10844501600100 ,RDV,Morinosato,NA,NA,NA,NA
10844501600200 ,RDV,Morinosato,NA,NA,NA,NA
10844501700000 ,TSC,Wakaba,NA,NA,NA,NA
10844501800000 ,RDV,Ashibino,NA,NA,NA,NA
10844501900100 ,LEG,Takamihara 2,PTR,Takamihara (R8),NA,NA
10844501900200 ,LEG,Takamihara 2,PTR,Takamihara (R8),NA,NA
10844501900300 ,LEG,Takamihara 3,RDV,Takamihara 3,NA,NA
10844501900400 ,LEG,Takamihara 4,PTR,Takamihara (R8),NA,NA
10844501900500 ,LEG,Takamihara 5,PTR,Takamihara (R8),NA,NA
10844502000000 ,RDV,Fujimidai,NA,NA,NA,NA
10844502100101 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100102 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100103 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100104 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100105 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100106 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100201 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502100202 ,RDV,Jiyugaoka,NA,NA,NA,NA
10844502200000 ,RDV,Umegaoka,NA,NA,NA,NA
10844502300000 ,TSC,Ikenodai,NA,NA,NA,NA
10844502400000 ,TSC,Matsunosato,NA,NA,NA,NA
10844502500000 ,LEG,Komagome,NA,NA,NA,NA
10844502600000 ,LEG,Kukizaki,NA,NA,NA,NA
10844502700000 ,LEG,Koyama,NA,NA,NA,NA
10844502800000 ,LEG,Ofunato,NA,NA,NA,NA
10844502900000 ,LEG,Hosomi,NA,NA,NA,NA
10844503000001 ,LEG,Hassaki,NA,NA,NA,NA
10844503000002 ,LEG,Hassaki,NA,NA,NA,NA
10844503200000 ,LEG,Myojin,NA,NA,NA,NA
10844503300001 ,LEG,Inarigawa,NA,NA,NA,NA
10844503300002 ,LEG,Inarigawa,NA,NA,NA,NA
10844503400000 ,TSC,Nishinozawa,NA,NA,NA,NA
10844503500000 ,LEG,Inarihara,NA,NA,NA,NA
