jpid,USE1Code,USE1Desc,USE2Code,USE2Desc,USE3Code,USE3Desc
10822002400000 ,GNL,Onigakubo,NA,NA,NA,NA
10822002500000 ,GNL,Takata,NA,NA,NA,NA
10822002600000 ,GNL,Omonoi,NA,NA,NA,NA
10822002700000 ,TEXP,[Kamikawarazaki-Nakanishi],GNL,Shimokawarazaki,NA,NA
10822002800000 ,GNL,Mizuhori,NA,NA,NA,NA
10822002910000 ,TSC,GSI,NA,NA,NA,NA
10822002920000 ,GNL,Nishihiratsuka,NA,NA,NA,NA
10822003000000 ,GNL,Higashihiratsuka,NA,NA,NA,NA
10822003100000 ,GNL,Shimohiratsuka,NA,NA,NA,NA
10822003200000 ,GNL,Katsuraginesaki,NA,NA,NA,NA
10822003300001 ,GNL,Karima,NA,NA,NA,NA
10822003300002 ,GNL,Karima,NA,NA,NA,NA
10822003400001 ,GNL,Nishiohashi,NA,NA,NA,NA
10822003400002 ,GNL,Nishiohashi,NA,NA,NA,NA
10822003500000 ,GNL,Nishioka,NA,NA,NA,NA
10822003600000 ,GNL,Onozaki,NA,NA,NA,NA
10822003700000 ,GNL,Shima,NA,NA,NA,NA
10822003800000 ,GNL,Taira,NA,NA,NA,NA
10822003900000 ,GNL,Ojirahazama,NA,NA,NA,NA
10822004000000 ,GNL,Yagihashi,NA,NA,NA,NA
10822004100000 ,GNL,Arai,NA,NA,NA,NA
10822004200000 ,GNL,Yamanaka,NA,NA,NA,NA
10822004310000 ,TSC,Fujimoto,NA,NA,NA,NA
10822004320000 ,TSC,Owashi,NA,NA,NA,NA
10822004400000 ,GNL,Nakauchi,NA,NA,NA,NA
10822004500000 ,GNL,Tateno,NA,NA,NA,NA
10822004600000 ,GNL,Enokido,NA,NA,NA,NA
10822004700000 ,GNL,Kitanakazuma,NA,NA,NA,NA
10822004800000 ,GNL,Akatsuka,NA,NA,NA,NA
10822004900000 ,GNL,Shimohara,NA,NA,NA,NA
10822005000000 ,GNL,Kajiuchi,NA,NA,NA,NA
10822005100000 ,GNL,Minaminakazuma,NA,NA,NA,NA
10822005200000 ,GNL,Shimoyokoba,NA,NA,NA,NA
10822005300000 ,GNL,Inaoka,NA,NA,NA,NA
10822005400000 ,GNL,Kitanakajima,NA,NA,NA,NA
10822005500001 ,GNL,Ichinodai,NA,NA,NA,NA
10822005500002 ,GNL,Ichinodai,NA,NA,NA,NA
10822005600000 ,GNL,Imaizumi,NA,NA,NA,NA
10822005700000 ,GNL,Aramakida,NA,NA,NA,NA
10822005800001 ,GNL,Teshirogi,NA,NA,NA,NA
10822005800002 ,GNL,Teshirogi,NA,NA,NA,NA
10822005900001 ,GNL,Nishionuma,NA,NA,NA,NA
10822005900002 ,GNL,Nishionuma,NA,NA,NA,NA
10822006000000 ,GNL,Uehara,NA,NA,NA,NA
10822006100000 ,GNL,Matsunoki,NA,NA,NA,NA
10822006200100 ,TSC,Kannondai 1,NA,NA,NA,NA
10822006200200 ,TSC,Kannondai 2,NA,NA,NA,NA
10822006200300 ,TSC,Kannondai 3,NA,NA,NA,NA
10822006300100 ,TSC,Kasuga 1,NA,NA,NA,NA
10822006300200 ,TSC,Kasuga 2,NA,NA,NA,NA
10822006300300 ,TSC,Kasuga 3,NA,NA,NA,NA
10822006300400 ,TSC,Kasuga 4,NA,NA,NA,NA
10822006400100 ,TSC,Matsushiro 1,NA,NA,NA,NA
10822006400200 ,TSC,Matsushiro 2,NA,NA,NA,NA
10822006400300 ,TSC,Matsushiro 3,NA,NA,NA,NA
10822006400400 ,TSC,Matsushiro 4,NA,NA,NA,NA
10822006400500 ,TSC,Matsushiro 5,NA,NA,NA,NA
10822006500000 ,GNL,Saigo,NA,NA,NA,NA
10822006600000 ,TSC,Onogawa,GNL,Tateno,NA,NA
10822006700100 ,TSC,Higashi 1,NA,NA,NA,NA
10822006700200 ,TSC,Higashi 2,NA,NA,NA,NA
10822006800000 ,TSC,Inarimae,NA,NA,NA,NA
10822006900100 ,TSC,Ninomiya 1,NA,NA,NA,NA
10822006900200 ,TSC,Ninomiya 2,NA,NA,NA,NA
10822006900300 ,TSC,Ninomiya 3,NA,NA,NA,NA
10822006900400 ,TSC,Ninomiya 4,NA,NA,NA,NA
10822007000100 ,TSC,Koyadai 1,NA,NA,NA,NA
10822007000200 ,TSC,Koyadai 2,NA,NA,NA,NA
10822007000300 ,TSC,Koyadai 3,NA,NA,NA,NA
10822007100000 ,TSC,Higashiarai,NA,NA,NA,NA
10822007200000 ,IND,Tsukuba West Ind Park,NA,NA,NA,NA
10822007300000 ,TSC,Hachimandai,NA,NA,NA,NA
10822007400001 ,PTR,Kamigo (R8),GNL,Kamigo,NA,NA
10822007400002 ,GNL,Kamigo,NA,NA,NA,NA
10822007500000 ,GNL,Konomata,NA,NA,NA,NA
10822007600000 ,GNL,Nobata,NA,NA,NA,NA
10822007700000 ,GNL,Hakke,NA,NA,NA,NA
10822007800001 ,GNL,Koya,NA,NA,NA,NA
10822007800002 ,GNL,Koya,NA,NA,NA,NA
10822007900000 ,GNL,Imagashima,NA,NA,NA,NA
10822008000000 ,GNL,Numazaki,NA,NA,NA,NA
10822008110000 ,GNL,Nakahigashihara Shinden,NA,NA,NA,NA
10822008120000 ,GNL,Tohigashi,NA,NA,NA,NA
10822008200000 ,GNL,Sakemaru,NA,NA,NA,NA
10822008300000 ,GNL,Tsuchida,NA,NA,NA,NA
10822008400000 ,GNL,Kamisato,NA,NA,NA,NA
10822008500100 ,NTD,Tokodai 1,NA,NA,NA,NA
10822008500200 ,NTD,Tokodai 2,NA,NA,NA,NA
10822008500300 ,NTD,Tokodai 3,NA,NA,NA,NA
10822008500400 ,NTD,Tokodai 4,NA,NA,NA,NA
10822008500500 ,IND,Tokodai 5,NA,NA,NA,NA
10822008600000 ,GNL,Takura,NA,NA,NA,NA
10822008700100 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008700200 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008700300 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008700400 ,IND,Technopark Toyosato,NA,NA,NA,NA
10822008800000 ,GNL,Tegomaru,NA,NA,NA,NA
10822008900000 ,PTR,Ozone (R8),NTD,Yakushicho,GNL,Ozone
10822009000000 ,GNL,Kashimadai,NA,NA,NA,NA
10822009100000 ,GNL,Tamatori,NA,NA,NA,NA
10822009200000 ,GNL,Wakamori,NA,NA,NA,NA
10822009300000 ,GNL,Sa,NA,NA,NA,NA
10822009400000 ,GNL,Hasenuma,NA,NA,NA,NA
10822009500100 ,TSC,Hanabatake (NTT),NA,NA,NA,NA
10822009500200 ,TSC,Hanabatake (NTT),NA,NA,NA,NA
10822009500300 ,TSC,Hanabatake,NA,NA,NA,NA
10822009600000 ,GNL,Maeno,NA,NA,NA,NA
10822009710000 ,TSC,Tachihara (BRI NITS),NA,NA,NA,NA
10822009720000 ,GNL,Shinozaki,NA,NA,NA,NA
10822009810000 ,IND,Technopark Oho,NA,NA,NA,NA
10822009820000 ,GNL,Osagoya,NA,NA,NA,NA
10822009900000 ,GNL,Kaname,NA,NA,NA,NA
10822010000000 ,TSC,KEK,NA,NA,NA,NA
10822010100000 ,PTR,Yoshinuma (R8),GNL,Yoshinuma,NA,NA
10822010200000 ,GNL,Nishigoya,NA,NA,NA,NA
10822010310000 ,IND,Technopark Oho,NA,NA,NA,NA
10822010320000 ,GNL,Osuna,NA,NA,NA,NA
10822010400000 ,PTR,Oda (R8),GNL,Oda,NA,NA
10822010500000 ,GNL,Kitaota,NA,NA,NA,NA
10822010600000 ,GNL,Ogata,NA,NA,NA,NA
10822010700000 ,GNL,Shimooshima,NA,NA,NA,NA
10822010800000 ,GNL,Kowada,NA,NA,NA,NA
10822010900000 ,GNL,Yamaguchi,NA,NA,NA,NA
10822011000000 ,GNL,Hirasawa,NA,NA,NA,NA
10822011100000 ,PTR,Hojo (R8),GNL,Hojo,NA,NA
10822011200000 ,GNL,Kimijima,NA,NA,NA,NA
10822011300000 ,GNL,Izumi,NA,NA,NA,NA
10822011400000 ,GNL,Koizumi,NA,NA,NA,NA
10822011510000 ,GNL,Tanaka,NA,NA,NA,NA
10822011520000 ,GNL,Tamiyama,NA,NA,NA,NA
10822011600000 ,GNL,Mimori,NA,NA,NA,NA
10822011710000 ,TSC,KEK,NA,NA,NA,NA
10822011720000 ,GNL,Yamaki,NA,NA,NA,NA
10822011800000 ,GNL,Akeshi,NA,NA,NA,NA
10822011910000 ,GNL,Koyahara Shinden,NA,NA,NA,NA
10822011920000 ,GNL,Tsukuriya,NA,NA,NA,NA
10822012000001 ,GNL,Teragu,NA,NA,NA,NA
10822012000002 ,GNL,Teragu,NA,NA,NA,NA
10822012100000 ,GNL,Ajiki,NA,NA,NA,NA
10822012200000 ,GNL,Kamisugama,NA,NA,NA,NA
10822012300000 ,GNL,Nakasugama,NA,NA,NA,NA
10822012400000 ,GNL,Ikeda,NA,NA,NA,NA
10822012500000 ,GNL,Isobe,NA,NA,NA,NA
10822012600000 ,GNL,Horage,NA,NA,NA,NA
10822012700000 ,GNL,Tsukuba,NA,NA,NA,NA
10822012800000 ,GNL,Numata,NA,NA,NA,NA
10822012900000 ,GNL,Kunimatsu,NA,NA,NA,NA
10822013000000 ,IND,Kamioshima Ind Park,GNL,Kamioshima,NA,NA
10822013100000 ,GNL,Kangori,NA,NA,NA,NA
10822013200000 ,GNL,Usui,NA,NA,NA,NA
10822013300000 ,GNL,Onuki,NA,NA,NA,NA
10822013400000 ,GNL,Suginoki,NA,NA,NA,NA
10822013500000 ,GNL,Ozawa,NA,NA,NA,NA
10822013600000 ,GNL,Urushijo,NA,NA,NA,NA
10822013700000 ,IND,North Ind Park,NA,NA,NA,NA
10822013800000 ,TEXP,[Nakane-Kontadai] Harukazedai/Sakuranomori,GNL,Kamizakai,NA,NA
10822013900000 ,TEXP,[Nakane-Kontadai] Sakuranomori,PTR,Sakai (R8),GNL,Nakane
10822014000000 ,PTR,Sakai (R8),GNL,Sakai,NA,NA
10822014100000 ,GNL,Matsuzuka,NA,NA,NA,NA
10822014200000 ,PTR,Sakai (R8),NA,NA,NA,NA
10822014300000 ,GNL,O,NA,NA,NA,NA
10822014400000 ,PTR,Sakai (R8),GNL,Yokomachi,NA,NA
10822014500000 ,TEXP,[Nakane-Kontadai] Sakuranomori/Ryuseidai,PTR,Sakai (R8),GNL,Konda
10822014600000 ,GNL,Furuku,NA,NA,NA,NA
10822014700000 ,GNL,Kise,NA,NA,NA,NA
10822014800000 ,GNL,Uenomuro,NA,NA,NA,NA
10822014900000 ,GNL,Kamihirooka,NA,NA,NA,NA
10822014900100 ,GNL,Kamihirooka Noda,NA,NA,NA,NA
10822015000000 ,GNL,Shimohirooka,NA,NA,NA,NA
10822015100001 ,GNL,Sasagi,NA,NA,NA,NA
10822015100002 ,GNL,Sasagi,NA,NA,NA,NA
10822015200000 ,GNL,Kurakake,NA,NA,NA,NA
10822015300000 ,GNL,Saiki,NA,NA,NA,NA
10822015400000 ,TEXP,[Nakane-Kontadai] Sakuranomori/Ryuseidai,GNL,Shibasaki,NA,NA
10822015510000 ,GNL,Okamura Shinden,NA,NA,NA,NA
10822015520000 ,TEXP,[Nakane-Kontadai] Ryuseidai,GNL,Higashioka,NA,NA
10822015600000 ,NTD,Hanazono,GNL,Hanamuro,NA,NA
10822015700000 ,GNL,Kurihara,NA,NA,NA,NA
10822015800000 ,TEXP,[Nakane-Kontadai] Harukazedai,GNL,Ueno,NA,NA
10822015900100 ,TSC,Univ Tsukuba,NA,NA,NA,NA
10822015900200 ,TSC,Univ Tsukuba,NA,NA,NA,NA
10822015900300 ,TSC,NIED,NA,NA,NA,NA
10822016000100 ,TSC,Amakubo 1,NA,NA,NA,NA
10822016000200 ,TSC,Amakubo 2 (Univ Tsukuba),NA,NA,NA,NA
10822016000300 ,TSC,Amakubo 3 (Univ Tsukuba),NA,NA,NA,NA
10822016000400 ,TSC,Amakubo 4,NA,NA,NA,NA
10822016100100 ,TSC,Azuma 1,NA,NA,NA,NA
10822016100200 ,TSC,Azuma 2,NA,NA,NA,NA
10822016100300 ,TSC,Azuma 3,NA,NA,NA,NA
10822016100400 ,TSC,Azuma 4,NA,NA,NA,NA
10822016200100 ,TSC,Takezono 1,NA,NA,NA,NA
10822016200200 ,TSC,Takezono 2,NA,NA,NA,NA
10822016200300 ,TSC,Takezono 3,NA,NA,NA,NA
10822016300100 ,TSC,Sengen 1,NA,NA,NA,NA
10822016300200 ,TSC,Sengen 2,NA,NA,NA,NA
10822016400100 ,TSC,Namiki 1,NA,NA,NA,NA
10822016400200 ,TSC,Namiki 2,NA,NA,NA,NA
10822016400300 ,TSC,Namiki 3,NA,NA,NA,NA
10822016400400 ,TSC,Namiki 4,NA,NA,NA,NA
10822016500100 ,TSC,Umezono 1,NA,NA,NA,NA
10822016500200 ,TSC,Umezono 2,NA,NA,NA,NA
10822016600100 ,NTD,Technopark Sakura,NA,NA,NA,NA
10822016600200 ,NTD,Technopark Sakura,NA,NA,NA,NA
10822016600300 ,NTD,Technopark Sakura,IND,Technopark Sakura,NA,NA
10822016700100 ,NTD,Tsukuho,NA,NA,NA,NA
10822016700200 ,NTD,Tsukuho,NA,NA,NA,NA
10822016700300 ,NTD,Tsukuho,NA,NA,NA,NA
10822016800100 ,GNL,Toyosato no Mori 1,NA,NA,NA,NA
10822016800200 ,GNL,Toyosato no Mori 2,NA,NA,NA,NA
10822016900000 ,TSC,PWRI,NA,NA,NA,NA
10822017000000 ,TSC,NILIM,NA,NA,NA,NA
10822017100000 ,TSC,NILIM,NA,NA,NA,NA
10822017200000 ,TSC,NILIM,NA,NA,NA,NA
10822017300000 ,TSC,Nagamine,NA,NA,NA,NA
10822017400000 ,GNL,Hara,NA,NA,NA,NA
10822017500000 ,GNL,Rokuto,NA,NA,NA,NA
10822017600000 ,GNL,Oguki,NA,NA,NA,NA
10822017700001 ,GNL,Shimoiwasaki,NA,NA,NA,NA
10822017700002 ,GNL,Shimoiwasaki,NA,NA,NA,NA
10822017700003 ,GNL,Shimoiwasaki,NA,NA,NA,NA
10822017800000 ,GNL,Kyumantsubo,NA,NA,NA,NA
10822017900001 ,GNL,Kamiiwasaki,NA,NA,NA,NA
10822017900002 ,GNL,Kamiiwasaki,NA,NA,NA,NA
10822018000000 ,GNL,Bochi,NA,NA,NA,NA
10822018100000 ,GNL,Wakaguri,NA,NA,NA,NA
10822018200001 ,GNL,Sugama,NA,NA,NA,NA
10822018200002 ,GNL,Sugama,NA,NA,NA,NA
10822018200003 ,GNL,Sugama,NA,NA,NA,NA
10822018300000 ,GNL,Hinosawa,NA,NA,NA,NA
10822018400000 ,GNL,Oi,NA,NA,NA,NA
10822018500000 ,GNL,Takasaki,NA,NA,NA,NA
10822018600000 ,GNL,Amaboki,NA,NA,NA,NA
10822018700000 ,TSC,Makizono,NA,NA,NA,NA
10822018800000 ,GNL,Hoyodai,NA,NA,NA,NA
10822018900000 ,GNL,Shiroyama,NA,NA,NA,NA
10822019000000 ,GNL,Sakuragaoka,NA,NA,NA,NA
10822019100100 ,GNL,Morinosato,NA,NA,NA,NA
10822019100200 ,GNL,Morinosato,NA,NA,NA,NA
10822019200000 ,GNL,Wakaba,NA,NA,NA,NA
10822019300000 ,GNL,Ashibino,NA,NA,NA,NA
10822019400100 ,PTR,Takamihara (R8),NA,NA,NA,NA
10822019400200 ,PTR,Takamihara (R8),GNL,Takamihara 2,NA,NA
10822019400300 ,GNL,Takamihara 3,NA,NA,NA,NA
10822019400400 ,PTR,Takamihara (R8),GNL,Takamihara 4,NA,NA
10822019400500 ,PTR,Takamihara (R8),GNL,Takamihara 5,NA,NA
10822019500000 ,GNL,Fujimidai,NA,NA,NA,NA
10822019600101 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600102 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600103 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600104 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600105 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600106 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600201 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019600202 ,GNL,Jiyugaoka,NA,NA,NA,NA
10822019700000 ,GNL,Umegaoka,NA,NA,NA,NA
10822019800000 ,TSC,Ikenodai,NA,NA,NA,NA
10822019900000 ,TSC,Matsunosato,NA,NA,NA,NA
10822020000000 ,GNL,Komagome,NA,NA,NA,NA
10822020100000 ,GNL,Kukizaki,NA,NA,NA,NA
10822020200000 ,GNL,Koyama,NA,NA,NA,NA
10822020300000 ,GNL,Ofunato,NA,NA,NA,NA
10822020400000 ,GNL,Hosomi,NA,NA,NA,NA
10822020500001 ,GNL,Hassaki,NA,NA,NA,NA
10822020500002 ,GNL,Hassaki,NA,NA,NA,NA
10822020600000 ,GNL,Myojin,NA,NA,NA,NA
10822020700001 ,GNL,Inarigawa,NA,NA,NA,NA
10822020700002 ,GNL,Inarigawa,NA,NA,NA,NA
10822020800000 ,TSC,Nishinozawa,NA,NA,NA,NA
10822020900000 ,GNL,Inarihara,NA,NA,NA,NA
10822021000000 ,GNL,Ikemukai,NA,NA,NA,NA
10822021100000 ,GNL,Takanohara,NA,NA,NA,NA
10822021200000 ,GNL,Nakayama,NA,NA,NA,NA
10822021300000 ,GNL,Nishioi,NA,NA,NA,NA
10822021400000 ,GNL,Wadaihara,NA,NA,NA,NA
10822021500100 ,TEXP,[Katsuragi] Gakuen no Mori 1,NA,NA,NA,NA
10822021500200 ,TEXP,[Katsuragi] Gakuen no Mori 2,NA,NA,NA,NA
10822021500300 ,TEXP,[Katsuragi] Gakuen no Mori 3,NA,NA,NA,NA
10822021600100 ,TEXP,[Katsuragi] Kenkyugakuen 1,NA,NA,NA,NA
10822021600200 ,TEXP,[Katsuragi] Kenkyugakuen 2,NA,NA,NA,NA
10822021600300 ,TEXP,[Katsuragi] Kenkyugakuen 3,NA,NA,NA,NA
10822021600401 ,TEXP,[Katsuragi] Kenkyugakuen 4,NA,NA,NA,NA
10822021600402 ,TEXP,[Katsuragi] Kenkyugakuen 3,NA,NA,NA,NA
10822021600403 ,TEXP,[Katsuragi] Kenkyugakuen 3,NA,NA,NA,NA
10822021600404 ,TEXP,[Katsuragi] Kenkyugakuen 3,NA,NA,NA,NA
10822021600500 ,TEXP,[Katsuragi] Kenkyugakuen 5,NA,NA,NA,NA
10822021600600 ,TEXP,[Katsuragi] Kenkyugakuen 6,NA,NA,NA,NA
10822021600700 ,TEXP,[Katsuragi] Kenkyugakuen 7,NA,NA,NA,NA
10822021700100 ,TEXP,[Katsuragi] Gakuenminami 1,NA,NA,NA,NA
10822021700200 ,TEXP,[Katsuragi] Gakuenminami 2,NA,NA,NA,NA
10822021700300 ,TEXP,[Katsuragi] Gakuenminami 3,NA,NA,NA,NA
10822021800100 ,TEXP,[Shimana-Fukudatsubo] Katoridai A,NA,NA,NA,NA
10822021800200 ,TEXP,[Shimana-Fukudatsubo] Katoridai B,NA,NA,NA,NA
10822021900100 ,TEXP,[Shimana-Fukudatsubo] Suwa C,NA,NA,NA,NA
10822021900200 ,TEXP,[Shimana-Fukudatsubo] Suwa D,NA,NA,NA,NA
10822021900300 ,TEXP,[Shimana-Fukudatsubo] Suwa E,NA,NA,NA,NA
10822022000100 ,TEXP,[Shimana-Fukudatsubo] Jimba D,NA,NA,NA,NA
10822022000200 ,TEXP,[Shimana-Fukudatsubo] Jimba E,NA,NA,NA,NA
10822022000300 ,TEXP,[Shimana-Fukudatsubo] Jimba F,NA,NA,NA,NA
10822022000400 ,TEXP,[Shimana-Fukudatsubo] Jimba G,NA,NA,NA,NA
10822022100000 ,TEXP,[Chizumaru] Midorino,NA,NA,NA,NA
10822022200000 ,TEXP,[Chizumaru] Midorino Chuo,NA,NA,NA,NA
10822022300000 ,TEXP,[Chizumaru] Midorino Higashi,NA,NA,NA,NA
10822022400101 ,TEXP,[Chizumaru] Midorino Minami C,NA,NA,NA,NA
10822022400102 ,TEXP,[Chizumaru] Midorino Minami C,NA,NA,NA,NA
10822022400200 ,TEXP,[Chizumaru] Midorino Minami C,NA,NA,NA,NA
10822022400300 ,TEXP,[Chizumaru] Midorino Minami A,NA,NA,NA,NA
10822022500100 ,NTD,Daimachi 1,NA,NA,NA,NA
10822022500200 ,NTD,Daimachi 2,NA,NA,NA,NA
10822022500300 ,NTD,Daimachi 3,NA,NA,NA,NA
