jpid,USE1Code,USE1Desc,USE2Code,USE2Desc,USE3Code,USE3Desc
20822000870002 ,LEG,Shimokayamaru,TEXP,[Chizumaru] Midorino,NA,NA
20822000870003 ,LEG,Shimokayamaru,NA,NA,NA,NA
20822000870004 ,LEG,Shimokayamaru,NA,NA,NA,NA
20822000870005 ,LEG,Shimokayamaru,NA,NA,NA,NA
20822000870006 ,LEG,Shimokayamaru,NA,NA,NA,NA
20822000880000 ,LEG,Shimokawarazaki,TEXP,[Kamikawarazaki-Nakanishi],NA,NA
20822000890001 ,LEG,Shimohara,NA,NA,NA,NA
20822000890002 ,LEG,Shimohara,NA,NA,NA,NA
20822000890003 ,LEG,Shimohara,NA,NA,NA,NA
20822000890004 ,LEG,Shimohara,NA,NA,NA,NA
20822000890005 ,LEG,Shimohara,NA,NA,NA,NA
20822000900001 ,LEG,Shimohiratsuka,TEXP,[Katsuragi],NA,NA
20822000900002 ,LEG,Shimohiratsuka,NA,NA,NA,NA
20822000910000 ,LEG,Shimobeppu,NA,NA,NA,NA
20822000920000 ,LEG,Shimoyokoba,RDV,Shimoyokoba,NA,NA
20822000930001 ,LEG,Taira,NA,NA,NA,NA
20822000930002 ,LEG,Taira,NA,NA,NA,NA
20822000940001 ,LEG,Takasuka,NA,NA,NA,NA
20822000940002 ,LEG,Takasuka,NA,NA,NA,NA
20822000950000 ,LEG,Takata,NA,NA,NA,NA
20822000960001 ,LEG,Takarada,NA,NA,NA,NA
20822000960002 ,LEG,Takarada,NA,NA,NA,NA
20822000970001 ,LEG,Tateno,NA,NA,NA,NA
20822000970002 ,LEG,Tateno,NA,NA,NA,NA
20822000970003 ,LEG,Tateno,NA,NA,NA,NA
20822000970004 ,LEG,Tateno,NA,NA,NA,NA
20822000970005 ,LEG,Tateno,NA,NA,NA,NA
20822000970006 ,LEG,Tateno,NA,NA,NA,NA
20822000980000 ,LEG,Teshirogi,NA,NA,NA,NA
20822000990001 ,LEG,Nakauchi,NA,NA,NA,NA
20822000990002 ,LEG,Nakauchi,NA,NA,NA,NA
20822000990003 ,LEG,Nakauchi,NA,NA,NA,NA
20822000990004 ,LEG,Nakauchi,NA,NA,NA,NA
20822001000000 ,LEG,Nakano,TEXP,[Chizumaru] Midorino Chuo,NA,NA
20822001010000 ,LEG,Nakabeppu,RDV,Beppu Gakuendai,NA,NA
20822001020000 ,TSC,Nagamine,NA,NA,NA,NA
20822001030000 ,LEG,Nabenuma Shinden,NA,NA,NA,NA
20822001040001 ,LEG,Nishionuma,NA,NA,NA,NA
20822001040002 ,LEG,Nishionuma,NA,NA,NA,NA
20822001040003 ,LEG,Nishionuma,NA,NA,NA,NA
20822001050001 ,LEG,Nishiohashi,TEXP,[Katsuragi],NA,NA
20822001050002 ,LEG,Nishiohashi,NA,NA,NA,NA
20822001050003 ,LEG,Nishiohashi,NA,NA,NA,NA
20822001050004 ,LEG,Nishiohashi,NA,NA,NA,NA
20822001050005 ,LEG,Nishiohashi,NA,NA,NA,NA
20822001050006 ,LEG,Nishiohashi,NA,NA,NA,NA
20822001060001 ,LEG,Nishioka,NA,NA,NA,NA
20822001060002 ,LEG,Nishioka,NA,NA,NA,NA
20822001060003 ,LEG,Nishioka,NA,NA,NA,NA
20822001060004 ,LEG,Nishioka,NA,NA,NA,NA
20822001060005 ,LEG,Nishioka,NA,NA,NA,NA
20822001070000 ,LEG,Nishikuriyama,TEXP,[Chizumaru] Midorino,NA,NA
20822001080000 ,TSC,Nishihara,NA,NA,NA,NA
20822001090001 ,LEG,Nishihiratsuka,TEXP,[Katsuragi],NA,NA
20822001090002 ,LEG,Nishihiratsuka,NA,NA,NA,NA
20822001090003 ,LEG,Nishihiratsuka,NA,NA,NA,NA
20822001090004 ,LEG,Nishihiratsuka,NA,NA,NA,NA
20822001100000 ,TSC,Ninomiya 1,NA,NA,NA,NA
20822001100100 ,TSC,Ninomiya 2,NA,NA,NA,NA
20822001100200 ,TSC,Ninomiya 3,NA,NA,NA,NA
20822001100300 ,TSC,Ninomiya 4,NA,NA,NA,NA
20822001140000 ,LEG,Nezaki,NA,NA,NA,NA
20822001150000 ,TSC,Hachimandai,NA,NA,NA,NA
20822001160001 ,LEG,Hanashima Shinden,TEXP,[Chizumaru] Midorino,NA,NA
20822001160002 ,LEG,Hanashima Shinden,TEXP,[Chizumaru] Midorino,NA,NA
20822001170001 ,LEG,Hanare,NA,NA,NA,NA
20822001170002 ,LEG,Hanare,NA,NA,NA,NA
20822001180001 ,LEG,Hara,NA,NA,NA,NA
20822001180002 ,LEG,Hara,NA,NA,NA,NA
20822001180003 ,LEG,Hara,NA,NA,NA,NA
20822001180004 ,LEG,Hara,NA,NA,NA,NA
20822001180005 ,LEG,Hara,NA,NA,NA,NA
20822001180006 ,LEG,Hara,NA,NA,NA,NA
20822001180007 ,LEG,Hara,NA,NA,NA,NA
20822001180008 ,LEG,Hara,NA,NA,NA,NA
20822001180009 ,LEG,Hara,NA,NA,NA,NA
20822001180010 ,LEG,Hara,NA,NA,NA,NA
20822001180011 ,LEG,Hara,NA,NA,NA,NA
20822001180012 ,LEG,Hara,NA,NA,NA,NA
20822001180013 ,LEG,Hara,NA,NA,NA,NA
20822001180014 ,LEG,Hara,NA,NA,NA,NA
20822001190000 ,TSC,Higashi 1,NA,NA,NA,NA
20822001190100 ,TSC,Higashi 2,NA,NA,NA,NA
20822001210000 ,TSC,Higashiarai,NA,NA,NA,NA
20822001220001 ,LEG,Higashihiratsuka,TEXP,[Katsuragi],NA,NA
20822001220002 ,LEG,Higashihiratsuka,TEXP,[Katsuragi],NA,NA
20822001220003 ,LEG,Higashihiratsuka,NA,NA,NA,NA
20822001220004 ,LEG,Higashihiratsuka,TEXP,[Katsuragi],NA,NA
20822001220005 ,LEG,Higashihiratsuka,NA,NA,NA,NA
20822001220006 ,LEG,Higashihiratsuka,TEXP,[Katsuragi],NA,NA
20822001220007 ,LEG,Higashihiratsuka,NA,NA,NA,NA
20822001220008 ,LEG,Higashihiratsuka,NA,NA,NA,NA
20822001220009 ,LEG,Higashihiratsuka,NA,NA,NA,NA
20822001230001 ,LEG,Higashimaruyama,NA,NA,NA,NA
20822001230002 ,LEG,Higashimaruyama,NA,NA,NA,NA
20822001230003 ,LEG,Higashimaruyama,NA,NA,NA,NA
20822001230004 ,LEG,Higashimaruyama,NA,NA,NA,NA
20822001230005 ,LEG,Higashimaruyama,NA,NA,NA,NA
20822001240000 ,TSC,Fujimoto,NA,NA,NA,NA
20822001250001 ,LEG,Furudate,TEXP,[Chizumaru] Midorino Higashi,NA,NA
20822001250002 ,LEG,Furudate,NA,NA,NA,NA
20822001250003 ,LEG,Furudate,NA,NA,NA,NA
20822001260001 ,LEG,Mase,RDV,Fujimigaoka,NA,NA
20822001260002 ,LEG,Mase,NA,NA,NA,NA
20822001260003 ,LEG,Mase,NA,NA,NA,NA
20822001270000 ,TSC,Matsushiro 1,NA,NA,NA,NA
20822001270100 ,TSC,Matsushiro 2,NA,NA,NA,NA
20822001270200 ,TSC,Matsushiro 3,NA,NA,NA,NA
20822001270300 ,TSC,Matsushiro 4,NA,NA,NA,NA
20822001270400 ,TSC,Matsushiro 5,NA,NA,NA,NA
20822001320000 ,LEG,Matsunoki,NA,NA,NA,NA
20822001330001 ,LEG,Mizuhori,NA,NA,NA,NA
20822001330002 ,LEG,Mizuhori,NA,NA,NA,NA
20822001340000 ,RDV,Midorigaoka,NA,NA,NA,NA
20822001350001 ,LEG,Minaminakazuma,RDV,Minaminakazuma Central,NA,NA
20822001350002 ,LEG,Minaminakazuma,NA,NA,NA,NA
20822001350003 ,LEG,Minaminakazuma,NA,NA,NA,NA
20822001350004 ,LEG,Minaminakazuma,NA,NA,NA,NA
20822001360000 ,IND,Tsukuba West Ind Park,NA,NA,NA,NA
20822001370001 ,LEG,Yagihashi,NA,NA,NA,NA
20822001370002 ,LEG,Yagihashi,NA,NA,NA,NA
20822001380001 ,LEG,Yatabe,PTR,Yatabe,NA,NA
20822001380002 ,LEG,Yatabe,TEXP,[Chizumaru] Midorino Chuo,NA,NA
20822001380003 ,LEG,Yatabe,NA,NA,NA,NA
20822001380004 ,LEG,Yatabe,NA,NA,NA,NA
20822001380005 ,LEG,Yatabe,NA,NA,NA,NA
20822001380006 ,LEG,Yatabe,NA,NA,NA,NA
20822001390001 ,LEG,Yamanaka,RDV,Yamanaka Gakuendai,NA,NA
20822001390002 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390003 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390004 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390005 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390006 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390007 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390008 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390009 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390010 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390011 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390012 ,LEG,Yamanaka,NA,NA,NA,NA
20822001390013 ,LEG,Yamanaka,NA,NA,NA,NA
20822001400001 ,TSC,Asahi,NA,NA,NA,NA
20822001400002 ,TSC,Asahi,NA,NA,NA,NA
20822001410000 ,LEG,Imagashima,RDV,Ina,NA,NA
20822001420001 ,LEG,Kamigo,PTR,Kamigo (R8),NA,NA
20822001420002 ,LEG,Kamigo,RDV,Toyosato Green Town,NA,NA
20822001430000 ,LEG,Kamisato,NA,NA,NA,NA
20822001440000 ,LEG,Koya,NA,NA,NA,NA
20822001450000 ,LEG,Konomata,NA,NA,NA,NA
20822001460000 ,LEG,Sakemaru,NA,NA,NA,NA
20822001470000 ,LEG,Takura,NA,NA,NA,NA
20822001480000 ,LEG,Tsuchida,NA,NA,NA,NA
20822001490000 ,LEG,Tegomaru,NA,NA,NA,NA
20822001500000 ,NTD,Tokodai 1,NA,NA,NA,NA
20822001500100 ,NTD,Tokodai 2,NA,NA,NA,NA
20822001500200 ,NTD,Tokodai 3,NA,NA,NA,NA
20822001500300 ,NTD,Tokodai 4,NA,NA,NA,NA
20822001500400 ,IND,Tokodai 5,NA,NA,NA,NA
20822001550001 ,LEG,Tohigashi,TEXP,[Katsuragi],NA,NA
20822001550002 ,LEG,Tohigashi,NA,NA,NA,NA
20822001560000 ,LEG,Nakahigashihara Shinden,NA,NA,NA,NA
20822001570001 ,LEG,Numazaki,NA,NA,NA,NA
20822001570002 ,LEG,Numazaki,NA,NA,NA,NA
20822001580000 ,LEG,Nobata,NA,NA,NA,NA
20822001590000 ,LEG,Hakke,NA,NA,NA,NA
20822001600000 ,IND,Technopark Toyosato,NA,NA,NA,NA
20822001600100 ,IND,Technopark Toyosato,NA,NA,NA,NA
20822001600200 ,IND,Technopark Toyosato,NA,NA,NA,NA
20822001600300 ,IND,Technopark Toyosato,NA,NA,NA,NA
20822001640000 ,LEG,Osuna,RDV,Toshin,NA,NA
20822001650000 ,LEG,Ozone,PTR,Ozone (R8),NTD,Yakushicho
20822001660001 ,TSC,Oho (KEK),NA,NA,NA,NA
20822001660002 ,LEG,Oho,NA,NA,NA,NA
20822001670000 ,LEG,Osagoya,NA,NA,NA,NA
20822001680000 ,LEG,Kashimadai,NA,NA,NA,NA
20822001690000 ,LEG,Kaname,RDV,Nakane-Hitachi,NA,NA
20822001700000 ,IND,Technopark Oho (Kitahara),NA,NA,NA,NA
20822001710001 ,LEG,Goninuke,NA,NA,NA,NA
20822001710002 ,LEG,Goninuke,NA,NA,NA,NA
20822001710003 ,LEG,Goninuke,NA,NA,NA,NA
20822001710004 ,LEG,Goninuke,NA,NA,NA,NA
20822001710005 ,LEG,Goninuke,NA,NA,NA,NA
20822001720000 ,LEG,Sa,NA,NA,NA,NA
20822001730000 ,LEG,Shinozaki,NA,NA,NA,NA
20822001740000 ,TSC,Tachihara (BRI NITS),NA,NA,NA,NA
20822001750001 ,LEG,Tamatori,NA,NA,NA,NA
20822001750002 ,LEG,Tamatori,NA,NA,NA,NA
20822001750003 ,LEG,Tamatori,NA,NA,NA,NA
20822001750004 ,LEG,Tamatori,NA,NA,NA,NA
20822001760000 ,LEG,Nishigoya,RDV,Shiramizu,NA,NA
20822001770001 ,TSC,Nishizawa,NA,NA,NA,NA
20822001770002 ,LEG,Nishizawa,NA,NA,NA,NA
20822001770003 ,LEG,Nishizawa,NA,NA,NA,NA
20822001780000 ,LEG,Hasenuma,NA,NA,NA,NA
20822001790000 ,TSC,Hanabatake (NTT),NA,NA,NA,NA
20822001790100 ,TSC,Hanabatake (NTT),NA,NA,NA,NA
20822001790200 ,TSC,Hanabatake,NA,NA,NA,NA
20822001820000 ,LEG,Motozawa,NA,NA,NA,NA
20822001830000 ,LEG,Maeno,NA,NA,NA,NA
20822001840000 ,TSC,Minamihara,NA,NA,NA,NA
20822001850000 ,LEG,Yoshinuma,PTR,Yoshinuma (R8),NA,NA
20822001860000 ,LEG,Wakamori,NA,NA,NA,NA
20822001870000 ,LEG,Akeshi,NA,NA,NA,NA
20822001880000 ,LEG,Ajiki,RDV,Iriai-Shinshiramizu,NA,NA
20822001890000 ,LEG,Ikeda,NA,NA,NA,NA
20822001900000 ,LEG,Izumi,NA,NA,NA,NA
